Advances,TID,SID,TSV
32418,33122,41403,1051
32419,26576,33122,7382
32420,23949,26576,1867
32421,39979,23949,6196
32422,17713,39979,6947
32423,55398,17713,5034
32424,47796,55398,3162
32425,19944,47796,7915
32426,5717,19944,2935
32427,45608,5717,5263
32428,46507,45608,240
32429,37540,46507,1249
32430,31018,37540,7537
32431,5138,31018,3495
32432,32944,5138,4756
32433,24475,32944,7141
32434,34339,24475,6967
32435,29211,34339,7815
32436,60835,29211,5111
32437,62659,60835,812
32438,46315,62659,2053
32439,2951,46315,6125
32440,26566,2951,3464
32441,60737,26566,4432
32442,13772,60737,6929
32443,29305,13772,2294
32444,50628,29305,5879
32445,58143,50628,1243
32446,32084,58143,5065
32447,63691,32084,4275
32448,14324,63691,6631
32449,39484,14324,5561
32450,58933,39484,3969
32451,5665,58933,7682
32452,55005,5665,6175
32453,59011,55005,1547
32454,36204,59011,3453
32455,6971,36204,4810
32456,38397,6971,4568
32457,49503,38397,2708
32458,52390,49503,447
32459,50827,52390,325
32460,40645,50827,2825
32461,17005,40645,7061
32462,63198,17005,5782
32463,36359,63198,3867
32464,22504,36359,6973
32465,28531,22504,1811
32466,15178,28531,2695
32467,45631,15178,4398
32468,40149,45631,1501
32469,6033,40149,4456
32470,53879,6033,6332
32471,28337,53879,6040
32472,59777,28337,4326
32473,11702,59777,6278
32474,55730,11702,7808
32475,56156,55730,93
32476,32361,56156,5286
32477,22100,32361,1287
32478,32937,22100,6879
32479,21394,32937,6759
32480,49367,21394,4712
32481,40023,49367,2960
32482,27986,40023,7712
32483,30226,27986,872
32484,23395,30226,1454
32485,33106,23395,6982
32486,31243,33106,8043
32487,4693,31243,3339
32488,58044,4693,7709
32489,56571,58044,1992
32490,12803,56571,7647
32491,38695,12803,5284
32492,679,38695,4784
32493,16345,679,1967
32494,45015,16345,4609
32495,54906,45015,3893
32496,30536,54906,5158
32497,52539,30536,5966
32498,49791,52539,488
32499,12918,49791,7681
32500,22176,12918,3226
32501,49259,22176,4825
32502,31851,49259,6016
32503,34772,31851,8055
32504,28246,34772,7472
32505,4387,28246,4078
32506,37096,4387,4153
32507,26988,37096,7984
32508,47546,26988,6682
32509,60224,47546,2655
32510,9160,60224,6417
32511,33035,9160,5208
32512,13317,33035,5793
32513,60853,13317,6966
32514,61250,60853,94
32515,10633,61250,6361
32516,35557,10633,5229
32517,25793,35557,7620
32518,58390,25793,4122
32519,38427,58390,3649
32520,30009,38427,7268
32521,62308,30009,4299
32522,42996,62308,2706
32523,6885,42996,6050
32524,45592,6885,5407
32525,24590,45592,6722
32526,38430,24590,7874
32527,27347,38430,8089
32528,62488,27347,5081
32529,30873,62488,4496
32530,9803,30873,3034
32531,57001,9803,7964
32532,15564,57001,7244
32533,16761,15564,4022
32534,56782,16761,5014
32535,6487,56782,6291
32536,27789,6487,3771
32537,58417,27789,4375
32538,12023,58417,6488
32539,40337,12023,5740
32540,2685,40337,4861
32541,4361,2685,878
32542,60089,4361,8054
32543,10399,60089,6212
32544,35016,10399,5130
32545,51197,35016,2534
32546,10380,51197,7662
32547,58993,10380,6623
32548,35117,58993,3563
32549,48376,35117,1722
32550,51348,48376,3725
32551,54005,51348,844
32552,58812,54005,1769
32553,52033,58812,1503
32554,62466,52033,2024
32555,56492,62466,1301
32556,33249,56492,2985
32557,11317,33249,5562
32558,16314,11317,625
32559,40059,16314,5240
32560,10144,40059,6011
32561,25910,10144,2130
32562,21814,25910,1536
32563,46782,21814,7281
32564,62753,46782,2163
32565,8419,62753,6840
32566,17833,8419,3241
32567,14755,17833,3969
32568,7791,14755,1273
32569,26504,7791,3900
32570,60263,26504,4509
32571,36020,60263,3322
32572,1916,36020,4473
32573,60120,1916,7604
32574,64899,60120,747
32575,50612,64899,1798
32576,64103,50612,2042
32577,22745,64103,5207
32578,47545,22745,7212
32579,30383,47545,6626
32580,65025,30383,4373
32581,59935,65025,643
32582,18574,59935,5202
32583,18764,18574,56
32584,37006,18764,6968
32585,40764,37006,502
32586,16309,40764,5137
32587,64357,16309,6298
32588,19144,64357,5685
32589,57718,19144,5495
32590,59060,57718,248
32591,37081,59060,3789
32592,44840,37081,2046
32593,31418,44840,6834
32594,8647,31418,2927
32595,52895,8647,7659
32596,43367,52895,3327
32597,6352,43367,5686
32598,9988,6352,2042
32599,21278,9988,3715
32600,33346,21278,6699
32601,53200,33346,2482
32602,25023,53200,5581
32603,57276,25023,6080
32604,19325,57276,4760
32605,20436,19325,149
32606,10286,20436,3327
32607,42932,10286,4595
32608,2091,42932,5619
32609,49647,2091,6456
32610,10064,49647,7383
32611,47149,10064,5103
32612,5419,47149,5536
32613,32861,5419,4782
32614,43275,32861,1322
32615,52615,43275,3217
32616,38389,52615,2830
32617,7675,38389,4353
32618,6292,7675,173
32619,10743,6292,1580
32620,59798,10743,6156
32621,28921,59798,4909
32622,26899,28921,829
32623,16725,26899,1288
32624,27640,16725,1365
32625,38093,27640,8166
32626,17030,38093,6857
32627,20020,17030,406
32628,1894,20020,2346
32629,5994,1894,513
32630,6374,5994,497
32631,9266,6374,1946
32632,23119,9266,4047
32633,50609,23119,5119
32634,37255,50609,2694
32635,54161,37255,2114
32636,30026,54161,5339
32637,52007,30026,6093
32638,56004,52007,572
32639,61959,56004,1304
32640,30042,61959,4331
32641,6376,30042,3510
32642,55770,6376,6182
32643,40146,55770,2209
32644,32370,40146,7252
32645,18395,32370,1845
32646,21268,18395,665
32647,34830,21268,7011
32648,55866,34830,2630
32649,27175,55866,5635
32650,28712,27175,833
32651,44874,28712,7148
32652,16147,44874,4619
32653,32741,16147,2078
32654,18656,32741,1760
32655,31575,18656,1654
32656,33624,31575,7937
32657,33558,33624,9
32658,20989,33558,6749
32659,29027,20989,1043
32660,16615,29027,1584
32661,16087,16615,4038
32662,54871,16087,7440
32663,48967,54871,3362
32664,11487,48967,4723
32665,26066,11487,2337
32666,56904,26066,6003
32667,14620,56904,7402
32668,10154,14620,982
32669,39927,10154,6027
32670,10570,39927,5719
32671,39956,10570,5803
32672,18749,39956,6821
32673,26476,18749,1482
32674,7647,26476,3926
32675,10886,7647,1771
32676,28062,10886,2275
32677,15553,28062,2603
32678,54192,15553,7662
32679,62794,54192,1247
32680,1446,62794,7709
32681,6760,1446,1017
32682,39928,6760,4146
32683,26182,39928,8119
32684,12295,26182,2760
32685,26467,12295,2796
32686,44067,26467,6504
32687,57416,44067,2445
32688,24209,57416,6107
32689,2367,24209,2805
32690,52913,2367,6385
32691,34838,52913,2260
32692,2992,34838,4212
32693,58688,2992,7646
32694,15968,58688,7012
32695,35523,15968,5780
32696,17464,35523,6623
32697,16605,17464,156
32698,3978,16605,2538
32699,30020,3978,3929
32700,2405,30020,3972
32701,46446,2405,6017
32702,52171,46446,4052
32703,28995,52171,5969
32704,53020,28995,6091
32705,43811,53020,3207
32706,9190,43811,4376
32707,31537,9190,2842
32708,39543,31537,7208
32709,36663,39543,680
32710,56296,36663,2715
32711,58785,56296,1993
32712,33919,58785,3131
32713,14694,33919,6051
32714,21901,14694,3485
32715,48596,21901,7435
32716,42299,48596,797
32717,13467,42299,4660
32718,23779,13467,3343
32719,58767,23779,5933
32720,43753,58767,2540
32721,57070,43753,3712
32722,6957,57070,6328
32723,63029,6957,7587
32724,41354,63029,2807
32725,38093,41354,1704
32726,21513,38093,6168
32727,16656,21513,675
32728,44708,16656,7670
32729,23416,44708,7867
32730,20692,23416,373
32731,33010,20692,6660
32732,50499,33010,2230
32733,48818,50499,3966
32734,7757,48818,5151
32735,4348,7757,470
32736,38464,4348,4311
32737,54708,38464,2174
32738,119,54708,6840
32739,48316,119,6041
32740,16581,48316,8079
32741,41829,16581,7284
32742,16580,41829,7284
32743,32126,16580,1975
32744,34575,32126,8014
32745,17864,34575,6232
32746,47727,17864,8180
32747,47323,47727,86
32748,35701,47323,1653
32749,43189,35701,1144
32750,51497,43189,3123
32751,54421,51497,951
32752,22953,54421,4519
32753,45004,22953,7884
32754,32247,45004,6727
32755,13222,32247,2506
32756,49214,13222,7795
32757,2981,49214,6515
32758,15961,2981,1727
32759,61590,15961,6617
32760,15978,61590,6623
32761,11852,15978,516
32762,12719,11852,1020
32763,59660,12719,6932
32764,2572,59660,7264
32765,4843,2572,796
32766,8408,4843,1606
32767,61096,8408,6606
32768,29167,61096,5096
32769,52425,29167,6052
32770,44060,52425,3098
32771,12559,44060,5026
32772,8271,12559,552
32773,4467,8271,1575
32774,64331,4467,7495
32775,13638,64331,6593
32776,413,13638,1691
32777,12855,413,1653
32778,19493,12855,4034
32779,60995,19493,5196
32780,54143,60995,1959
32781,14553,54143,7540
32782,764,14553,1860
32783,51905,764,6407
32784,40986,51905,3419
32785,7040,40986,6003
32786,8599,7040,1858
32787,52307,8599,7608
32788,43410,52307,3256
32789,15346,43410,4684
32790,18521,15346,3701
32791,64443,18521,5756
32792,35281,64443,3661
32793,42496,35281,1530
32794,42402,42496,116
32795,52860,42402,3451
32796,35464,52860,2206
32797,49475,35464,2425
32798,30581,49475,5830
32799,20909,30581,1243
32800,31091,20909,1307
32801,27144,31091,623
32802,858,27144,3370
32803,11792,858,1449
32804,31968,11792,2654
32805,42376,31968,6957
32806,10373,42376,4513
32807,55651,10373,7740
32808,44144,55651,3746
32809,25948,44144,6437
32810,61496,25948,4780
32811,35061,61496,3865
32812,29215,35061,8029
32813,3631,29215,3974
32814,49253,3631,6601
32815,47483,49253,3875
32816,63362,47483,2527
32817,46516,63362,2118
32818,5270,46516,5156
32819,24611,5270,3734
32820,9040,24611,2158
32821,19418,9040,3345
32822,57617,19418,5465
32823,6377,57617,7999
32824,60195,6377,7801
32825,9022,60195,6403
32826,1078,9022,1249
32827,58921,1078,7235
32828,64895,58921,874
32829,36065,64895,3635
32830,27180,36065,7385
32831,21878,27180,2027
32832,2066,21878,2988
32833,31514,2066,3681
32834,50876,31514,6068
32835,7593,50876,7010
32836,7741,7593,114
32837,24525,7741,2110
32838,2428,24525,2774
32839,35388,2428,4200
32840,978,35388,4413
32841,47580,978,5953
32842,61487,47580,2366
32843,18392,61487,5886
32844,24607,18392,1272
32845,1502,24607,3256
32846,23403,1502,3030
32847,26155,23403,1960
32848,7467,26155,3936
32849,1550,7467,868
32850,18812,1550,2542
32851,41727,18812,7536
32852,30527,41727,6840
32853,38278,30527,7255
32854,39816,38278,449
32855,21128,39816,6432
32856,32935,21128,6725
32857,31404,32935,8001
32858,2291,31404,3659
32859,30972,2291,3585
32860,7609,30972,3240
32861,60652,7609,7722
32862,58628,60652,317
32863,59752,58628,397
32864,48406,59752,2703
32865,49575,48406,3990
32866,39624,49575,2925
32867,32193,39624,7393
32868,20527,32193,1469
32869,29802,20527,1160
32870,821,29802,3819
32871,48185,821,6113
32872,18442,48185,7814
32873,32354,18442,1741
32874,63891,32354,4350
32875,32212,63891,4232
32876,39494,32212,7410
32877,45327,39494,1385
32878,53783,45327,3171
32879,27194,53783,5893
32880,4699,27194,3852
32881,34872,4699,4940
32882,38608,34872,989
32883,23758,38608,6467
32884,29478,23758,1533
32885,42782,29478,6791
32886,11974,42782,4411
32887,1790,11974,1287
32888,11429,1790,1355
32889,62707,11429,6922
32890,54112,62707,1266
32891,25564,54112,5655
32892,43518,25564,6468
32893,3213,43518,5294
32894,30725,3213,3729
32895,53485,30725,5405
32896,31685,53485,5477
32897,62294,31685,4370
32898,2054,62294,8042
32899,57409,2054,7432
32900,57982,57409,71
32901,19335,57982,5439
32902,40635,19335,6823
32903,14275,40635,5423
32904,32096,14275,2388
32905,30101,32096,286
32906,7659,30101,3343
32907,4561,7659,391
32908,8539,4561,1553
32909,21738,8539,3766
32910,50800,21738,4691
32911,13071,50800,7855
32912,7260,13071,1514
32913,43992,7260,5872
32914,46875,43992,920
32915,27000,46875,7116
32916,26831,27000,54
32917,17098,26831,1344
32918,30164,17098,1763
32919,59573,30164,5036
32920,38245,59573,4026
32921,20155,38245,7035
32922,59141,20155,5431
32923,6065,59141,7702
32924,25878,6065,3668
32925,51948,25878,5631
32926,22329,51948,5050
32927,41836,22329,7818
32928,27497,41836,6400
32929,47569,27497,6743
32930,31487,47569,6245
32931,60176,31487,4669
32932,10482,60176,6268
32933,33099,10482,5431
32934,35092,33099,267
32935,6465,35092,4618
32936,27676,6465,3755
32937,54812,27676,5952
32938,53952,54812,155
32939,32440,53952,5519
32940,64040,32440,4242
32941,60055,64040,535
32942,32383,60055,4765
32943,530,32383,3981
32944,50293,530,6348
32945,54422,50293,540
32946,18660,54422,5006
32947,47333,18660,7680
32948,11777,47333,4828
32949,24241,11777,3606
32950,28602,24241,1569
32951,65044,28602,4661
32952,9519,65044,7015
32953,47276,9519,5040
32954,11115,47276,4728
32955,39268,11115,5697
32956,5578,39268,4501
32957,47920,5578,5599
32958,23205,47920,7218
32959,52302,23205,4829
32960,63305,52302,1888
32961,45758,63305,2238
32962,17467,45758,7888
32963,22550,17467,901
32964,64340,22550,5224
32965,58848,64340,982
32966,37704,58848,3797
32967,53531,37704,2122
32968,41094,53531,3635
32969,19104,41094,7492
32970,61849,19104,5991
32971,54129,61849,1117
32972,11636,54129,8128
32973,7998,11636,1609
32974,58444,7998,8046
32975,60588,58444,284
32976,55278,60588,1896
32977,23068,55278,4542
32978,52916,23068,4757
32979,20222,52916,4105
32980,7300,20222,2639
32981,9468,7300,1807
32982,16255,9468,880
32983,41348,16255,5087
32984,2635,41348,5497
32985,55150,2635,7076
32986,60442,55150,1902
32987,33244,60442,3512
32988,34528,33244,231
32989,9347,34528,5196
32990,65108,9347,7002
32991,35578,65108,3733
32992,52909,35578,2186
32993,28614,52909,5165
32994,38977,28614,7920
32995,62779,38977,3503
32996,46442,62779,2058
32997,32108,46442,6400
32998,45664,32108,6625
32999,9146,45664,4667
33000,27366,9146,2347
33001,61897,27366,4965
33002,47103,61897,2246
33003,45794,47103,163
33004,51207,45794,3932
33005,21510,51207,4992
33006,34270,21510,6715
33007,56388,34270,2867
33008,26639,56388,5769
33009,34833,26639,7171
33010,44818,34833,1248
33011,17322,44818,7575
33012,4640,17322,2609
33013,62419,4640,7230
33014,11308,62419,7167
33015,33131,11308,5544
33016,14081,33131,5837
33017,50088,14081,7829
33018,55450,50088,870
33019,65025,55450,1235
33020,34594,65025,3876
33021,523,34594,4261
33022,25164,523,3080
33023,62168,25164,4626
33024,58589,62168,704
33025,30353,58589,4681
33026,36761,30353,7969
33027,42088,36761,1406
33028,14078,42088,4690
33029,32792,14078,5852
33030,65380,32792,4079
33031,10629,65380,6876
33032,57220,10629,7872
33033,24127,57220,4151
33034,51066,24127,4904
33035,21493,51066,4753
33036,55977,21493,4395
33037,40472,55977,2198
33038,38206,40472,356
33039,36418,38206,879
33040,51744,36418,2188
33041,40476,51744,2695
33042,13447,40476,5459
33043,49873,13447,7882
33044,28829,49873,5705
33045,23902,28829,1464
33046,41160,23902,8114
33047,41012,41160,31
33048,24985,41012,6197
33049,2563,24985,3443
33050,1137,2563,462
33051,52923,1137,6489
33052,59734,52923,1277
33053,753,59734,7540
33054,19093,753,2316
33055,60240,19093,5176
33056,28961,60240,4942
33057,16583,28961,1596
33058,9933,16583,3265
33059,23428,9933,4009
33060,58326,23428,5898
33061,23052,58326,5947
33062,46939,23052,7594
33063,20196,46939,7991
33064,54953,20196,4873
33065,38570,54953,2048
33066,9617,38570,5735
33067,33169,9617,5248
33068,31266,33169,8054
33069,50844,31266,6039
33070,59507,50844,1501
33071,37903,59507,3983
33072,38761,37903,108
33073,53222,38761,2833
33074,36251,53222,2127
33075,3164,36251,4152
33076,7619,3164,563
33077,10181,7619,1856
33078,11356,10181,371
33079,21572,11356,3843
33080,1116,21572,2563
33081,43815,1116,5615
33082,59178,43815,2433
33083,18675,59178,5627
33084,33862,18675,6550
33085,35421,33862,451
33086,7992,35421,4780
33087,12235,7992,1566
33088,61121,12235,6177
33089,15375,61121,6745
33090,15970,15375,77
33091,9335,15970,834
33092,41916,9335,4345
33093,43887,41916,282
33094,15181,43887,4612
33095,21568,15181,3553
33096,60571,21568,5915
33097,5553,60571,7973
33098,15309,5553,1487
33099,39582,15309,5162
33100,48954,39582,1204
33101,19130,48954,7856
33102,63878,19130,5735
33103,21266,63878,5458
33104,44338,21266,8132
33105,17687,44338,7428
33106,52437,17687,4408
33107,29746,52437,5916
33108,33626,29746,7917
33109,19760,33626,6605
33110,33264,19760,6552
33111,18437,33264,6462
33112,23952,18437,690
33113,7100,23952,2245
33114,23627,7100,2302
33115,21904,23627,315
33116,12984,21904,3301
33117,44919,12984,5049
33118,60477,44919,2153
33119,20400,60477,5233
33120,7429,20400,2646
33121,51730,7429,6882
33122,39651,51730,2590
33123,7466,39651,4345
33124,57974,7466,8171
33125,18539,57974,5443
33126,4164,18539,2821
33127,19968,4164,3016
33128,33187,19968,6644
33129,51710,33187,2315
33130,55221,51710,969
33131,37381,55221,2230
33132,50873,37381,2711
33133,23450,50873,5028
33134,59006,23450,6076
33135,1203,59006,7257
33136,11459,1203,1294
33137,6487,11459,1714
33138,59581,6487,7741
33139,25148,59581,4432
33140,36650,25148,7586
33141,64454,36650,3741
33142,30859,64454,4201
33143,31198,30859,42
33144,28542,31198,724
33145,17514,28542,1378
33146,41820,17514,7398
33147,29051,41820,6724
33148,54134,29051,5185
33149,15719,54134,7618
33150,25003,15719,2969
33151,44648,25003,6648
33152,65333,44648,2603
33153,16504,65333,6121
33154,58582,16504,5269
33155,30596,58582,4714
33156,36814,30596,7945
33157,14630,36814,5853
33158,57158,14630,7372
33159,42124,57158,3961
33160,47626,42124,976
33161,5687,47626,5511
33162,10962,5687,1948
33163,61101,10962,6287
33164,45416,61101,3064
33165,56931,45416,3553
33166,29028,56931,5600
33167,46683,29028,6375
33168,31588,46683,6567
33169,23629,31588,1253
33170,48093,23629,7410
33171,21088,48093,7479
33172,45820,21088,7187
33173,38320,45820,1257
33174,2869,38320,5072
33175,15415,2869,1760
33176,111,15415,1931
33177,33240,111,4150
33178,24550,33240,7111
33179,44442,24550,7759
33180,18759,44442,7323
33181,45908,18759,8002
33182,54155,45908,3099
33183,33625,54155,2586
33184,56473,33625,3064
33185,59625,56473,1678
33186,43203,59625,2053
33187,31085,43203,6709
33188,8075,31085,3292
33189,47561,8075,5320
33190,30043,47561,6546
33191,5196,30043,3106
33192,32278,5196,3403
33193,53508,32278,5602
33194,51883,53508,885
33195,52095,51883,58
33196,41997,52095,3566
33197,27710,41997,6406
33198,64,27710,3471
33199,18800,64,2342
33200,16989,18800,357
33201,4514,16989,2687
33202,1210,4514,675
33203,54408,1210,6662
33204,58518,54408,1539
33205,45334,58518,2736
33206,22775,45334,7484
33207,13689,22775,3505
33208,39593,13689,5626
33209,42160,39593,1987
33210,39281,42160,1976
33211,44759,39281,1780
33212,31475,44759,6788
33213,17511,31475,2002
33214,14820,17511,4016
33215,55789,14820,7169
33216,16505,55789,4914
33217,269,16505,2094
33218,22323,269,2759
33219,31950,22323,1407
33220,35189,31950,7863
33221,14972,35189,5729
33222,50060,14972,7998
33223,44457,50060,3524
33224,31249,44457,6903
33225,17679,31249,2019
33226,45257,17679,7864
33227,55137,45257,3317
33228,51057,55137,514
33229,21076,51057,4772
33230,40217,21076,6633
33231,29533,40217,7624
33232,28407,29533,949
33233,12542,28407,3009
33234,26079,12542,2724
33235,35995,26079,7464
